mms_id,alma_title,alma_author,alma_pubplace,alma_publisher,alma_pubdate,alma_notes,alma_lang,alma_keywords
990028658770106381,"Gramática ilocana [microform] / compuesta por el p. predicador fr. Francisco Lopez, corregida y aumentada por el p. Carro.","López, Francisco, -approximately 1631.",Malabón :,"Establ. tip. del Asilo de la Consolacion,",1895.,"['Microfilm no. 20.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,['Iloko language -- Grammar.']
990028658780106381,Cursos de lengua panayana [microform] / por Raymundo Lozano.,"Lozano, Raymundo, 1826-1897.",Manila :,"Impr. del Colegio de Santo Tomás,",1876.,"['Microfilm no. 20.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,"['Bisayan languages -- Grammar.', 'Hiligaynon language -- Grammar.']"
990028697160106381,Pasion na cataoan tin Jesucristo [microform] : ya dinemuet ed saray masantos a evangelio tan pinalinan na saray daquel a incalingo ya oalad saray arum a pasion a impluma.,,Manila :,"La Defensa Press,",1928.,"['Microfilm no. 29.', 'In Pangasinan language.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",pag,"['Atonement.', 'Jesus Christ -- Crucifixion.']"
990028697170106381,Pasion nan catauan tamom Jesucristo [microform] : sa salita Sambali / sinulat ni Jacinto M. Bernal.,,[Manila :,"s.n.,",1929],"['Microfilm no. 29.', 'In Zambal language.', '""Biay a Dinalanan nan Mablin Catauan Tamon Jesucristo sa Panonondon Nan San Sinacban Bana sa Casalanan nin Sitamoi Pinalsa Na.""--T.p.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,"['Atonement.', 'Jesus Christ -- Crucifixion.']"
990028697180106381,Pasion nen San Joaquin tan Santa Ana [microform].,,"Calasiao, Pangasinan :","Imp. Parayno Hermanos,",1929.,"['Microfilm no. 29.', 'In Pangasinan language.', 'Mispagination: ""pp. 4-6 follow p. 48.""', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",pag,"['Saints -- Biography.', 'Anne, St., Virgin, -- c. 918.', 'Joachim, -- Saint']"
990028697190106381,Pasion Ybanag [microform] : nga cobobugan naz zzigariga gari nay Yafutam a' Jesucristo.,,"Aparri, Cagayan :","Liberty Press,",1931.,"['Microfilm no. 29.', 'In Ibanag language.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,"['Atonement.', 'Jesus Christ -- Crucifixion.']"
990018190620106381,"Panauagan sa may bahay, na paghahandugán ng̃ touâ at ligayang ninanasà na caraniuang gamitin ... / Nemecio Magboo.","Magboo, Nemesio.",Maynila :,"J. Martinez,",[193-?],"['In Tagalog.', 'Cover title.']",tgl,"['Tagalog language -- Texts.', 'Women -- Conduct of life.']"
990018190630106381,Simoy ng̃ kabayanan at kabunducan / sinulat sa tugma ni Joaquin Mañibo.,"Mañibo, Joaquin.",Maynila :,"J. Martinez,",[191-?],"['In Tagalog.', 'Includes bibliographical references.']",tgl,"['Tagalog language -- Texts.', 'Riddles, Tagalog.']"
990018190650106381,Salita at búhay na pinagdaanan ni Isabele sa cahariang Portugal.,,Maynila :,"Limbaga ni J. Martinez,",1918.,['Cover title.'],tgl,['Tagalog language -- Texts.']
990018190670106381,Un libro mas : prosa y verso / Adolfo Vallespinosa.,"Vallespinosa, Adolfo.",Manila :,"Tip.-Lit. del Asilo de Huérfanos,",1897.,[],spa,"['Prose poems, Spanish.', 'Spanish language -- Philippines.']"
990018193940106381,Constitucion y reglamento de la Federacion de Pequeños agricultores : sociedad cooperative-agraria (incorporada).,,Manila :,"Paredes y C.A.,",[1919],[],spa,"['Agricultural cooperative credit associations -- Philippines.', 'Cooperative societies -- Law and legislation -- Philippines.', 'Federacion de Pequeños agricultores.']"
990018193980106381,Memoria sobre la influencia del Catolicismo en la conquista y civilizacion de los pueblos del archipielago Filipino y sobre las costumbres y prácticas supersticiosas de los infieles que existen aun por reducir en las principales montañas de las islas.,,Manila :,"Est. Tip. del Colegio de Sto. Tomás,",1883.,"['""Escrita para ser presentada en la exposicion colonial que ha de verificarse en Amsterdam en mayo de 1883.""']",spa,"['Philippines -- Church history.', 'Catholic Church -- Missions -- Philippines.', 'Catholic Church -- Philippines -- History.']"
990018194030106381,"Sucinta memoria que-contiene el estado actual de las Islas Filipinas : sus ricas producciones su agricultura, industria y comercio ; mejores que pueden hacerse, medios faciles de realizarles, u cuanto puede cooperar a la prosperidad de la Nacion Española esta tan preciosa parte de sus dominios.","Villacorta, Francisco, 1770-1844.",Valladolid :,"Imp. de la Viuda de Roldan,",1838.,"['Typescript.', 'Authorship uncertain, has been attributed to Francisco Villacorta ; cf. NUC pre-1956 ; Palaw y Dulcet, Antonio Manual del librero, v.27, p.103; Retana y Gamboa, W. E. Aparato bibliografico, p. 669.']",spa,['Philippines -- Economic conditions.']
990018204710106381,Libro rojo--Tratado de París : documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado.,,"San Juan, P.R. :","Editorial de la Universidad de Puerto Rico,",1988.,"['Reprint (1st vol.). Originally published: Documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado. Madrid : Tip. de R. Péant, 1898.', 'Reprint (2nd-3rd vols.). Originally published: Documentos presentados á las Cortes en la legislatura de 1898 por el Ministro de Estado. Madrid : Est. Tip. ""Sucesores de Rivadeneyra,"" 1898-1899.', 'Includes bibliographical references.']",spa,"['Spanish-American War, 1898 -- Peace -- Sources.', 'United States -- Foreign relations -- 1897-1901 -- Sources.', 'Treaty of Peace between the United States and Spain -- (1898 December 10)']"
990018218260106381,Documentos para la historia de Filipinas : época de la revolución / por Felipe G. Calderón.,"Calderon, Felipe Gonzalez, 1868-1909.",Madrid :,"[s.n.],",1905-,['Includes bibliographical references.'],spa,"['Philippines -- History -- Revolution, 1896-1898 -- Sources.', 'Philippines -- History -- Sources.']"
990018220400106381,"Búhay na pinagdaanan nang tatlong binatang magcacaibigan na si Arturo, Lauro at Rosalio at nang isang dalaga na si Perpetua sa Bayang Betania sa cahariang Egipto.",,Maynila :,"J. Martinez,",1921.,[],tgl,"['Tales -- Philippines.', 'Tagalog language -- Texts.']"
990018223380106381,Mang̃a kahang̃a-hang̃ang ualong pu at ualong himalâ ni S. Vicente Ferer : na hinati sa dalauang tomo o bahagui / na tinula ng̃ isang mauilihing na si Cleto R Ygnacio.,"Ygnacio, Cleto R.",Manila :,"J. Martinez,",[19--?],[],tgl,"['Saints -- Legends.', 'Tagalog language -- Texts.', 'Vicente Ferer, -- Saint.']"
990018223450106381,Casaysayan nang Abecidario : mang̃a utos nang Dios at nang Santa Iglesia Católica Apostòlica Romana.,,Maynila :,"J. Martinez,",1926.,[],tgl,"['Tagalog language -- Texts.', 'Catholic Church -- Philippines.']"
990018223540106381,Novena sa maluwalhating amaʻt doktor at ilaw nang santa iglesia na si San Agustin / tinagalog nang Fr. Juan Serrano.,,Maynila :,"J. Martinez,",[188-?],['Originally written in Spanish.'],tgl,['Novenas.']
990018223590106381,Ang casaysayang guintó : ́ang uriáng pagkakakilanlan kung aling Iglesia ang tunay na gumaganap sa lahat nang ipinaguutos ni Cristo / sinulat ni Agustin L. Angkiko sa kapahintulutan nang Bill Jones.,"Angkiko, Agustin L.",Maynila :,"J. Martinez,",1915.,[],tgl,"['Tagalog language -- Texts.', 'Catholic Church -- Catechisms.']"
990018254320106381,Ang mahusay na paraan nang pag-gamot sa mang̃a maysaquit : ayon sa aral / ni Tissot,"Tissot, S. A. D. (Samuel Auguste David), 1728-1797.",Manila :,"Libreria de J. Martinez,",1916.,[],tgl,"['Medicine, Preventive -- Philippines.', 'Clinical medicine -- Handbooks, manuals, etc.']"
990018254330106381,Manifiesto-programa de la colonia Filipina reformista / Residente en Madrid.,Residente en Madrid.,Madrid :,"Tip. de Pedro Nuñez,",1898.,[],spa,"['Filipinos -- Spain.', 'Philippines -- History -- Revolution, 1896-1898.']"
990018274990106381,To mother and other poems / by Januario Puruganan.,"Puruganan, Januario.","Laoag, Ilocos Norte :","""Ti Bagnos Press"",",1929.,[],eng,['Philippine poetry (English) -- 20th century.']
990018290850106381,Filipinas : magasing tagapamansag ng katarungang panlipunan.,,Manila :,"[Bookmark],",,['In Tagalog.'],tgl,"['Tagalog language -- Periodicals.', 'Philippines -- Periodicals.', 'Philippines -- Social conditions Periodicals.']"
990018290860106381,Industrial and machinery journal.,,Manila :,"Sugar News Co.,",1936-1938.,"['""An independent monthly publication devoted to industry and machinery.""', 'Title from cover.']",eng,"['Business enterprises -- Philippines -- Periodicals.', 'Industrial policy -- Philippines -- Periodicals.', 'Mines and mineral resources -- Philippines -- Periodicals.', 'Philippines -- Economic conditions -- Periodicals.']"
990018290890106381,Revista histórica / Biblioteca Nacional Filipina = Historical review / Philippine National Library.,,Manila :,"La Biblioteca,",,"['Description based on: Año 1, núm. 3 (30 de dic. de 1908); title from cover.', 'English and Spanish.']",spa,['Philippines -- History Periodicals.']
990018306980106381,"Novenary of the motherland : (the motherland is symbolized in the envisioned Mother of Balintawak) / Gregorio Aglipay y Labayan; Isabelo de Los Reyes, Jr.","Aglípay y Labayán, Gregorio, 1860-1940.",Manila :,"s.n.,",1926.,"['Photocopy.', 'Ann Arbor, Michigan :', 'University of Michigan Library Photoduplication Service,', '1986.']",eng,"['Novenas.', 'Iglesia Filipina Independiente.', 'Iglesia Filipina Independiente -- Liturgy Theology.']"
990018312960106381,Millions - for what? : appaling sums of public money and the inherent rights of the sons and daughters of a growing nation eager for learning being sacrificed on the alter of a futile and discredited educational system whose adamantean sponsors have neither any method to make efficient nor the candor to admit a failure / William S. Irey.,"Irey, William S.",Manila :,"[s.n.],",1922.,[],eng,"['Education -- Philippines -- History.', 'Federal aid to education -- Philippines.', 'Education -- Philippines -- Colonies.']"
990018317020106381,"Report on the operation of the Bureau of Internal Revenue : since its organization in 1904 / Government of the Philippine Islands, Department of Finance, Bureau of Internal Revenue; Juan Posadas, Jr.",Philippines. Bureau of Internal Revenue.,Manila :,"Bureau of Printing,",1927.,[],eng,"['Taxation -- Law and legislation -- Philippines.', 'Philippines. -- Bureau of Internal Revenue']"
990018331930106381,"Proyecto de bases para la organizacion politica y administrativa central de Filipinas, presentado al Excmo. Sr. Gobernador Superior Civil / por la Comision de Reformas Administrativas.",Comision de Reformas Administrativas (Philippines),Binondo :,"Imp. de Bruno Gonzales Moras,",1870.,[],spa,"['Philippines -- Politics and government.', 'Philippines -- History -- 1812-1898.']"
990018417880106381,El padre mabuti / por Elena Sʹanchez de Arrojo.,"Sánchez de Arrojo, Elena.","Madrid, Spain :","Imp. de Cleto Vallinas,",[1915],[],spa,"['Spaniards -- Philippines.', 'Philippines -- Social conditions.', 'Sánchez de Arrojo, Elena -- Political and social views.']"
990018418750106381,"Amaury, o Pumapatay at Bumubuhay / halaw ni Gerardo Chanco.","Dumas, Alexandre, 1802-1870.","Tundo, Maynila :","Palimbagan ni S.P. Sayo,",1919.,['From the novel written by Dumas in collaboration with Paul Meurice.'],tgl,
990018548420106381,"Shall the Philippines have a common language? An address ... delivered before the Catholic women's league of Manila August 31, 1931.","Butte, George C. (George Charles), 1877-1940.","Manila,",,1931.,[],eng,
990018548430106381,A comparison of the languages of Ponape and Hawaii. By the late Rev. E.T. Doane; with additional notes and illustrations by Sidney H. Ray ...,"Doane, Edward Topping, 1820-1890.","[Sydney,","Royal society of N.S. Wales,",1894],"['Caption title.', '""<Read before the Royal society of N.S. Wales, September 5, 1894.>""']",eng,"['Pohnpeian language.', 'Hawaiian language']"
990018548490106381,Entimología de los nombres de razas de Filipinas por el dr. T.H. Pardo de Tavera.,"Pardo de Tavera, T. H. (Trinidad Hermenegildo), 1857-1925.","Manila, :","Establecimiento tipográfico de M. Reyes y c.,",1901.,[],spa,
990018548530106381,"La antigua escritura filipina, deducida por Dr. Ignacio Villamor del Belarmino y otros antigues documentos.","Villamor, Ignacio, 1863-1933.","Manila,",Islas Filipinas [Tip. pontificia del colegio de Sto. Tomás],1922.,"['Title also in Iloco & English; text in Spanish & English.', 'Text of Father Lopez\'s translation of Bellarmino\'s catechism ""Dichiarazione']",spa,
990018548580106381,"An English-Hawaiian dictionary; with various useful tables: prepared for the use of Hawaiian-English schools, by H. R. Hitchcock ... Authorized and published by the Board of education.","Hitchcock, H. R. (Harvey Rexford), 1835-1891.","San Francisco,","The Bancroft company,",1887.,[],eng,"['English language -- Dictionaries Hawaiian.', 'Hawaiian language -- Dictionaries -- English.']"
990018585630106381,"Del desastre nacional y sus causas, por don Damián Isern ...","Isern, Damián.","Madrid,","Impr. de la vinda de M. Minuesa de los Rios, [i.e.",1900],['On cover: 2. ed.'],spa,"['Spanish-American War, 1898.', 'Spain -- Politics and government']"
990018591000106381,L'Espagne en 1897 ...,"Routier, Gaston, 1868-","Paris,","H. Le Soudier,",1897.,[],fre,"['Spain -- Politics and government', 'Spain -- Colonies', 'Spain -- Economic conditions', 'Cuba -- History -- Revolution, 1895-1898.']"
990018698370106381,"Quaint corners of ancient empires; southern India, Burma and Manila, by Michael Meyers! Shoemaker ...","Shoemaker, Michael Myers, 1853-1924.",New York etc.,"G. P. Putnam's sons,",1899.,[],eng,"['India -- Description and travel', 'Burma -- Description and travel', 'Manila (Philippines) -- Description and travel.']"
990018699470106381,"Our Far Eastern assignment, by Felix Morley ... with an introduction by the Honorable Henry Morgenthau.","Morley, Felix M. (Felix Muskett), 1894-1982.","Garden City, N.Y.,","Doubleday, Page & company,",1926.,['Bibliography: p.175-180.'],eng,"['Eastern question (Far East)', 'Japan.', 'China.', 'Philippines.', 'United States.']"
990018709450106381,"Gems of Philippine oratory ; selections representing fourteen centuries of Philippine thought, carefully compiled from credible sources in substitution for the pre-Spanish writings destroyed by missionary zeal, to supplement the later literature stunted by intolerant religious and political censorship, and as specimens of the untrammeled present-day utterances / by Austin Craig ...","Craig, Austin, 1872- comp.",[Manila] :,"University of Manila,",1924.,"['""Representative rather than comprehensive and inspirational instead of instructive.""--Foreword.']",eng,['Philippines.']
990018709480106381,Pamphlets on democratic government.,"Osmeña, Sergio, 1878-1961.","[Manila, etc.,",,1922-25],"[""Binder's title for pamphlets, each published independently."", 'First and 3d pamphlets are addresses, Jan. 20, 1922 and Dec. 7, 1923 at the University of the Philippines; the 2d, is a lecture at the University of Michigan, Dec. 14, 1925.', 'Leadership in the great democracies of the world.--The problem of democratic government in the Philippines.--The constitutional development of Philippine autonomy.']",eng,"['Democracy', 'Philippines -- Politics and government']"
990018709490106381,Filipinas dentro de cien años; estudio político-social.,"Rizal, José, 1861-1896.",[Manila?],,1905.,"['""Publicado en el quincenario \'La Solidaridad\', septiembre 1889-enero 1890.""']",spa,['Philippines.']
990018709510106381,"Directorio biografico filipino, contiene las biografias de la intelectualidad Filipina, magistrados de la Corte suprema y jueces de primera instancia, miembros de la legislatura, altos funcionarios publicos y distinguidos, abogados y medicos Filipinos. P. Reyes y c.a, editores.",,Manila :,"Imp. y litografía ""Germania"",",1908.,[],spa,['Philippines -- Biography.']
990018709540106381,Manila and the Philippines.,American Express Company.,"[Manila,",,1933?],[],eng,['Philippines -- Guidebooks.']
990018709610106381,"A handbook of the Philippines, by Hamilton M. Wright; with three new maps, made especially for the book, and one hundred and fifty illustrations from photographs.","Wright, Hamilton M. (Hamilton Mercer), 1875-1954.","Chicago,","A.C. McClurg & co.,",1908,['2d ed.'],eng,['Philippines.']
990018709620106381,Science in the Philippines / A review by James J. Walsh ...,"Walsh, James J. (James Joseph), 1865-1942.","[New York,",,1901],"['""Reprinted from the Messenger of the Sacred heart.""', 'A review of ""El archipiélago filipino ... por algunos padres de la Misión de la Campañía de Jésus.""']",eng,
990018709640106381,"The Philippines, treasure house of the tropics, Manila, pearl of the Orient.",Manila Merchants' Association.,"[Manila,",,1911?],"['cover-title', 'Text and illustrations on front and back covers.', ""On back cover: Address all inquiries to the Publicity committee or Manila merchants' association.""]",eng,"['Philippines -- Description and travel.', 'Manila (Philippines) -- Description and travel.']"
990018709650106381,"Compendio de geografía de las islas Filipinas, Marianas y Joló.","Baranera, Francisco Xavier, 1827-1896.","Manila,","Establecimiento tipográfico de Ramirez y Giraudier,",1880.,[],spa,
990018709680106381,"Adventures in the Philippine Islands. Translated from the French of Paul P. de La Gironière ... Revised and extended by the author, expressly for this edition.","La Gironière, Paul P. de.","London,",C.H. Clarke,[1854?],"['Translation issued by Harper & brothers, New York, 1854 has title: Twenty years in the Philippines.']",eng,['Philippines -- Description and travel']
990018709690106381,Souvenirs d'un voyage aux iles Philippines; par J. de Man.,"Man, J. de (Jean), 1824-","Anvers,","Imprimerie Stockmans & Moerinex,",1875.,"[""Author's autograph presentation copy to A. Sweerts.""]",fre,['Philippines -- Description and travel']
990018709720106381,Rapport à m. le ministre de I'instruction publique sur une mission aux Iles Philippines et en Malaisie (1879-1881) / par m. le docteur J. Montano ...,"Montano, Joseph, 1811-",Paris :,"Imprimerie nationale,",1885.,['Extrait des Archives des missions scientifiques et littéraires. 3. sèr.--tome onalème.'],fre,['Philippines.']
990018709750106381,The new era in the Philippines / by Arthur Judson Brown ...,"Brown, Arthur Judson, 1856-1963.","Nashville, Tenn. and Dallas, Texas :","Methodist Episcopal church, South,",[1904],"['""Preface to the third edition"" dated 1904.']",eng,"['Missions -- Philippines.', 'Philippines.']"
990018709760106381,"Through the Philippines and Hawaii, by Frank G. Carpenter ... with more than 100 illustrations from original photographs.","Carpenter, Frank G. (Frank George), 1855-1924.","Garden City, N. Y.,","Doubleday, Page & company,",1926.,[],eng,"['Philippines -- Description and travel', 'Hawaii -- Description and travel']"
990018709770106381,A tenderfoot in the Tropics.,"Cretcher, Mack P","Topeka,","Printed by Crane & Co.,",1918.,[],eng,['Philippines -- Description and travel']
990018709780106381,"An Englishwoman in the Philippines, by Mrs. Campbell Dauncey ...","Dauncey, Campbell, Mrs.","London,","J. Murray,",1906.,[],eng,"['Philippines -- Description and travel', 'Philippines -- Social life and customs']"
990018709800106381,"The Philippine Islands, by Dean C. Worcester ...","Worcester, Dean C. (Dean Conant), 1866-1924.","[New York,",,1915],"['cover-title', 'Detached copy.', 'Plates laid in.']",eng,['Philippines -- Description and travel']
990018709820106381,"The Philippines and round about: with some account of British interests in these waters, by Major G. J. Younghusband, .... With illustrations and map.","Younghusband, G. J. (George John), 1859-1944.","London, New York,","Macmillan and Co.,",1899.,[],eng,
990018709830106381,"The Philippines and round about, with some account of British interests in these waters.","Younghusband, G. J. (George John), 1859-1944.",London :,"Macmillan,",1899.,"['Photocopy,', 'Ann Arbor, Mich.,', 'University Microfilms,', '1968.', '230 p. (on double leaves)']",eng,['Philippines.']
990018709900106381,"Composition leaflets on Philippine activities, by O.S. Reimold.","Reimold, Orlando Schairer.","New York Manila,","World book co.,",c1905.,[],eng,"['English language -- Textbooks for foreign speakers Filipinos.', 'Philippines -- Social life and customs']"
990018709960106381,The non-Christian people of the Philippines ...,"Beyer, H. Otley (Henry Otley), 1883-1966.","Manila,","Bureau of printing,",1921.,"['""Separate from the Census of the Philippine islands: 1918, volume two.""']",eng,"['Indigenous peoples -- Philippines.', 'Philippines -- Population.']"
990018709970106381,"Savage gentlemen, by Mabel Cook Cole.","Cole, Mabel Cook, -approximately 1978.",London [etc.],"G.G. Harrap & co., ltd.",[c1929],"['Illustrated lining papers.', ""A record of four years' experiences among the savages of the Philippine islands."", 'Printed in the United States of America.']",eng,"['Indigenous peoples -- Philippines.', 'Philippines -- Social life and customs.', 'Philippines -- Description and travel.']"
990018709990106381,Race prejudice in the Philippines.,"LeRoy, James A. (James Alfred), 1875-1909.","[Boston, Mass.,",,1902],"['Caption title.', 'Extracted from the Atlantic monthly, v. 90, no. 537, July, 1902.', 'Signed: James A. Le Roy.']",eng,['Philippines -- Race relations.']
990018710000106381,"Circular of information. : Instructions for volunteer field workers. The Museum of ethnology, natural history and commerce. Manila, December, 1901.",Philippines. Bureau of Non-Christian Tribes.,"[Manila,",,1901],"['At head of title: The Bureau of non-Christian tribes for the Philippine Islands. David P. Barrows, chief of bureau.']",eng,['Ethnology -- Philippines.']
990018710010106381,Zur ethnologie der inselkette zwischen Luzon und Formosa / Von Otto Scheerer ...,"Scheerer, Otto.",Tokyo :,"Hobunsha,",1906.,"['cover-title', '""Sonderabdruck ans den \'Vittellungen\' der Deutschen gesellschaft fūr natur- und vōlkerkunde Ostasiens, bd. XI, teil 1.""', '""Wiederabdruck nur mit angabe der quelle gestattet.""', ""Author's autograph presentation copy to Dean C. Worcester""]",ger,
990018710050106381,"Myself and a few Moros, by Lt. Col. Sydney A. Cloman ...","Cloman, Sydney A. (Sydney Amos), 1867-1923.","Garden City, N.Y.,","Doubleday, Page & company,",1923.,[],eng,"['Muslims -- Philippines.', 'Sulu (Philippines)']"
990018710100106381,The Negrito and allied types in the Philippines / by David P. Barrows.,"Barrows, David P., 1873-1954.","Lancaster, Pa. :","The New era printing company,",1910.,"['cover-title.', '""Reprinted from the American anthropologist (N.S.), vol. XII, no. 3, July-September, 1910.""', ""Author's autograph presentation copy.""]",eng,"['Negritos.', 'Ethnology -- Philippines.']"
