mms_id,alma_title,alma_author,alma_pubplace,alma_publisher,alma_pubdate,alma_notes,alma_lang,alma_keywords
990012613860106381,The rebellion of 1895. : A complete and concise account of the insurrection in the republic of Hawaii / The correspondence between Liliuokalani and the government ...,"Towse, Ed, 1867-",[Honolulu] :,"The Hawaiian star,",1895.,[],eng,['Hawaii -- History.']
990012613870106381,Two weeks of Hawaiian history.,,"Honolulu,","Hawaiian gazette company,",1893.,[],eng,"['Hawaii -- History -- Overthrow of the Monarchy, 1893']"
990012613880106381,"The real Hawaii; its history and present condition, including the true story of the revolution.","Young, Lucien, 1852-1912.","New York,","Doubleday & McClure company,",1899.,[],eng,"['Hawaii.', 'Hawaii -- Annexation to the United States.', 'Boston (United States cruiser)']"
990012613890106381,"Message from the President of the United States, transmitting the report of the Hawaiian commission,",United States. Hawaiian Commission.,"Washington,","Govt. print. off.,",1898.,[],eng,"['Law -- Hawaii.', 'Hawaii -- Annexation to the United States.']"
990012613910106381,"A memoir of Henry Perrine Baldwin, 1842 to 1911,","Baldwin, Arthur D. (Arthur Douglas), 1876-1955.","Cleveland,","Priv. print.,",1915.,[],eng,"['Baldwin, Henry Perrine, -- 1842-1911.']"
990012613970106381,"Experiences of a medical student in Honolulu, and on the island of Oahu, 1881, by L. Vernon Briggs ...","Briggs, L. Vernon (Lloyd Vernon), 1863-1941.","Boston,","David D. Nickerson company,",1926.,[],eng,
990012613990106381,"Koamalu : a story of pioneers on Kauai, and of what they built in that island garden / by Ethel M. Damon.","Damon, Ethel M. (Ethel Moseley), 1883-1965.",Honolulu :,"[Honolulu Star-Bulletin Press],",1931.,"['Paged continuously.', 'v.1. Hannah Maria Rice. Early settlers on Kauai.- v.2. Paul Isenberg.']",|||,"['Kauai (Hawaii)', 'Isenberg, Hannah Maria (Rice), -- 1842-1867.', 'Isenberg, Paul, -- 1837-1903.']"
990012614000106381,"Maui; a few facts about the valley isle,","Morrow, Alice Clare.","[Wailuku,",H.I.,1930],[],eng,"['Maui (Hawaii).', 'Agriculture -- Hawaii.']"
990012614060106381,The island of Guam.,"Cox, Leonard M. (Leonard Martin), 1870-1943.",Washington :,"Govt. print. off.,",1926.,[],eng,['Guam.']
990012614090106381,Report of the island of Guam.,United States. Adjutant-General's Office. Military Information Division.,"Washington,","Gov't print. off.,",1900.,[],eng,['Guam -- Description and travel.']
990012672810106381,The Filipino.,,"Washington, D.C.,","The Filipino company,",1906-,[],eng,
990012672820106381,"The Philippine Islands, 1493-1803; / explorations by early navigators, descriptions of the islands and their peoples, their history and records of the Catholic missions, as related in contemporaneous books and manuscripts, showing the political, economic, commericial and religious conditions of those islands from their earliest relations with European nations to the beginning of the nineteenth century;","Blair, Emma Helen, 1851-1911.","Cleveland, Ohio, :","The A. H. Clark company,",1903-09.,[],eng,"['Missions -- Philippines', 'Demarcation line of Alexander VI', 'Philippines -- History -- Sources.', 'Philippines -- Discovery and exploration.']"
990012672840106381,The Philippines and the Filipinos of yesterday ...,"Craig, Austin, 1872- ed.","[San Juan, Rizal]",Oriental commercial company,[1934],[],eng,"['Philippines -- Description and travel.', 'Philippines -- Social life and customs.']"
990012672920106381,"Historia de la exposición de las islas Filipinas en Madrid el año de 1887, con una explicación de su posición geográfica, de cómo las hemos adquirido, y un compendio de la historia de las Marianas, Carolinas, Filipinas y Palaos, su producción, importación y exportación ...","Taviel de Andrade, Enrique.","Madrid,","U. Gómez y Pérez,",1887.,[],spa,
990012672930106381,A handbook of the Philippines.,"Wright, Hamilton M. (Hamilton Mercer), 1875-1954.","Chicago,","McClurg,",1909 [c1907],[],eng,['Philippines.']
990012672950106381,Las islas Filipinas (de todo un poco) ...,"Cañamaque y Jiménez, Francisco de Paula, 1851-1891.","Madrid,",F. Fé [etc.],1880.,[],spa,"['Philippines -- Economic conditions', 'Philippines -- Social life and customs.']"
990012672970106381,Filipinas y sus habitantes;,"González y Martín, R. (Rodolfo)","Béjar,","Estab. tip. de la viuda de Aguilar,",1896.,[],spa,"['Tropical medicine', 'Philippines -- Description and travel']"
990012673000106381,"Las islas Filipinas en 1882; estudios históricos, geográficos, estadísticos y descriptivos,","Moya y Jimenez, Francisco Javier de.","Madrid,","Establecimiento tipográfico de El Correo,",1883.,[],spa,['Philippines.']
990012673020106381,Yesterdays in the Philippines.,"Stevens, Joseph Earle, 1870-","New York,","Scribner,",1898.,[],eng,['Philippines -- Description and travel']
990012673040106381,"Old glory and the gospel in the Philippines; notes gathered during professional and missionary work,","Condict, Alice Byram.","Chicago, New York [etc.]","F. H. Revell company,",1902.,[],eng,
990012673050106381,The cross of Christ in Bolo-land.,"Dean, John Marvin, 1875-1935.","Chicago, New York [etc.]","F. H. Revell company,",1902.,[],eng,['Missions -- Philippines.']
990012673060106381,"The Philippines, by A. D. Hall ...","Hall, A. D. (Arthur D.)","New York,",Street & Smith,[c1898],[],eng,['Philippines.']
990012673110106381,La religión de los antiguos Indios tagalos.,"Fernández López, Ventura.",Madrid :,"Imp. de la Viuda de M. Minuesa de los Ríos,",1894.,"['""Tirada de 300 ejemplares.""']",spa,['Tagalog (Philippine people)']
990012673300106381,Rizal's life and minor writings.,"Craig, Austin, 1872-","Manila,","Philippine Education Co.,",1927.,[],eng,"['Rizal, José, -- 1861-1896.']"
990012673390106381,"Philippine independence. An article entitled, ""The Democratic party and Philippine independence,""","Storey, Moorfield, 1845-1929.",Washington,[Govt. print. off.],1913.,[],eng,['Philippines -- Politics and government -- 1907-.']
990012673400106381,Philippine local autonomy.,United States. Congress. House. Committee on Insular Affairs.,Washington :,"Govt print. off.,",1924.,[],eng,['Philippines -- Politics and government -- 1898-1935.']
990012673410106381,Philippine independence.,United States. Congress. House. Committee on Insular Affairs.,"Washington,","Govt. print. off.,",1924.,[],eng,['Philippines -- Politics and government -- 1898-1935.']
990012673470106381,"What shall we do with our dependencies? The annual address before the Bar association of South Carolina, delivered in Columbia, January 16, 1903,","Storey, Moorfield, 1845-1929.","Boston,","Geo. H. Ellis co., printers,",1903.,[],eng,"['United States -- Colonial question', 'Philippines -- Politics and government -- 1898-1935.']"
990012673480106381,The Philippine islands.,United States. Congress. House. Committee on Insular Affairs.,"Washington,","Govt. print. off.,",1926.,[],eng,"['Philippines. -- Bureau of Audits.', 'Puerto Rico. -- Office of the auditor.']"
990012680980106381,The Sandwich Islands and their people.,"Donne, M. A.","London, :","Society for Promoting Christian Knowledge,",[1866],[],eng,['Hawaii -- Description and travel']
990012680990106381,The master planter;,"Girvin, James W. (James Walter), 1844-1906.","Honolulu,","Press of the Hawaiian Gazette Co.,",1910.,[],eng,"['Sugar growing -- Hawaii', 'Hawaii -- Social conditions.']"
990012681000106381,Again in Hawaii;,"Palmer, Julius A. (Julius Auboineau), 1840-1899.","Boston, :","Lee and Shepard,",1895.,[],eng,"['Hawaii.', 'Hawaii -- Annexation to the United States.']"
990012681010106381,Memories of Hawaii and Hawaiian correspondence;,"Palmer, Julius A. (Julius Auboineau), 1840-1899.","Boston,","Lee and Shepard,",1894.,[],eng,"['Hawaii -- Annexation to the United States.', 'Hawaii.']"
990012681020106381,The paradise of the Pacific.,"Gowen, Herbert H. (Herbert Henry), 1864-1960.",London :,"Skeffington & son,",1892.,[],eng,
990012681050106381,"Hawaii: the past, present, and future of its island-kingdom.","Hopkins, Manley, 1817 or 1818-1897.","London,","Longmans, Green, and co.,",1866.,[],eng,['Hawaii -- History.']
990012681070106381,"Personal reminiscences of William Cooper Parke, marshal of the Hawaiian Islands, from 1850 to 1884.","Parke, William Cooper, 1821-1889.","Cambridge,","U. S. A., Printed at the University press,",1891.,[],eng,['Hawaii -- History -- To 1893']
990012681090106381,Papers relating to the annexation of the Hawaiian Islands to the United States.,United States. Congress. Senate. Committee on Foreign Relations.,"Washington, :","Gov't print. off.,",1893.,[],eng,
990012681100106381,"An address by the Hawaiian branches of the Sons of the American revolution,",Sons of the American Revolution. Hawaii society.,"Washington, D.C.,","Gibson bros., printers,",1897.,[],eng,['Hawaii -- Annexation to the United States.']
990012707680106381,"Captain Cook's voyages,","Kippis, Andrew, 1725-1795.","New York,","A. A. Knopf,",1924.,[],eng,"['Cook, James, -- 1728-1779.']"
990012710570106381,"Travels in Asia, Australia and America.","Landau, Wilhelm, freiherr von, 1848-","New York,","G. Landau,",1888.,[],eng,"['East Asia -- Description and travel.', 'Philippines -- Description and travel', 'United States -- Description and travel']"
990012711290106381,"Voyages in the northern Pacific. : Narrative of several trading voyages from 1813 to 1818, between the northwest coast of America, the Hawaiian Islands and China, with a description of the Russian establishments on the northwest coast ... / By Peter Corney. With preface and appendix of valuable confirmatory letters prepared by Prof. W. D. Alexander.","Corney, Peter, -1836.",Honolulu :,"H. I., T. G. Thrum,",1896.,"['""Reprinted from the London literary gazette of 1821.""']",eng,"['Hawaii -- Description and travel.', 'Northwest Coast of North America -- Description and travel.']"
990012711360106381,"A visit to the South Seas, in the U.S. Ship Vincennes, : during the years 1829 and 1830; with scenes in Brazil, Peru, Manila, the Cape of Good Hope, and St. Helena.","Stewart, C. S. (Charles Samuel), 1795-1870.","New York, :","J.P. Haven,",1831.,[],eng,"['Voyages around the world', 'Islands of the Pacific -- Description and travel.', 'Vincennes (Sloop of war)']"
990012713890106381,Incidents of a whaling voyage.,"Olmsted, Francis Allyn, 1819-1844.","New York,","D. Appleton and co.,",1841.,[],eng,"['Whaling.', 'Missions -- Hawaii.', 'Hawaii -- Description and travel.', 'Society Islands (French Polynesia) -- Description and travel.']"
990012713970106381,"My voyage in the United States frigate "" Congress"".","Van Denburgh, Elizabeth Douglas Turrill.",New York :,"Desmond FitzGerald, inc.,",[c1913],[],eng,"['Voyages and travels.', 'South America -- Description and travel.', 'Honolulu (Hawaii) -- Description and travel.', 'Congress (Frigate)']"
990012742620106381,"Results of the anthropometric measurements among the students at the University of Porto Rico, January 1917, compiled by Fred K. Fleagle.",,"[San Juan,","P. R., Bureau of supplies, printing and transportation,",1917],[],eng,"['College students -- Anthropometry -- Puerto Rico.', 'University of Puerto Rico (1903-1966) -- Students.']"
990012754350106381,A preliminary catalogue of the Bernice Pauahi Bishop museum of Polynesian ethnology and natural history ...,Bernice Pauahi Bishop Museum.,"Honolulu,",,1892-93.,[],eng,"['Ethnology -- Polynesia', 'Natural history -- Polynesia.']"
990012754880106381,Album of Philippine types (found in Bilibid prison in 1903) Christians and Moros (including a few non-Christians),"Folkmar, Daniel, 1861-1932.","Manila,","Bureau of Public Printing,",1904.,"['""Eighty plates, representing thirty-seven provinces and islands, prepared and published under the auspices of the Philippine exposition board.""']",eng,"['Anthropometry -- Philippines.', 'Ethnology -- Philippines']"
990012754900106381,Peoples of the Philippines / by A.L. Kroeber.,"Kroeber, A. L. (Alfred Louis), 1876-1960.",New York :,"American Museum Press,",1919.,['Includes bibliographical references and index.'],eng,"['Ethnology -- Philippines', 'Philippines.']"
990012754910106381,The Subanu; studies of a sub-Visayan mountain folk of Mindanao ...,,"Washington, D.C.,","Carnegie institution of Washington,",1913.,"['glmr: Microfilm. Ann Arbor, MI : University Microfilms International, 1976. 1 microfilm reel ; 35 mm.']",eng,"['Subanuns.', 'Subanun language.', 'Subanun language -- Dictionaries English.', 'English language -- Dictionaries Subanun.']"
990012764470106381,Folklore portorriqueño.,"Ramírez de Arellano, Rafael, 1854-1921.","Madrid [Avila,",Tip. y encuadernación de S. Martín],1926.,[],spa,"['Folklore -- Puerto Rico.', 'Tales -- Puerto Rico.', 'Riddles, Puerto Rican.']"
990012770030106381,Philippine folk tales.,"Cole, Mabel Cook, -approximately 1978.","Chicago,","A. C. McClurg & co.,",1916.,[],eng,['Folklore -- Philippines.']
990012771440106381,At the gateways of the day / by Padraic Colum ; with illustrations by Juliette May Fraser.,"Colum, Padraic, 1881-1972.",New Haven :,"Published for the Hawaiian Legend & Folklore Commission by the Yale University Press,",1924.,[],eng,"['Legends -- Hawaii.', 'Folklore -- Hawaii.']"
990012771450106381,"The bright islands,.","Colum, Padraic, 1881-1972.",New Haven :,"Published by the Yale university press; [etc., etc.],",1925.,[],eng,"['Legends -- Hawaii.', 'Folklore -- Hawaii.']"
990012771490106381,"In the path of the trade winds,","Thorpe, Cora Wells, Mrs.","New York London,","G. P. Putnam's sons,",1924.,[],eng,"['Legends -- Hawaii.', 'Folklore -- Hawaii']"
990012771500106381,"Hawaiian folk tales; / a collection of native legends,.","Thrum, Thomas G. (Thomas George), 1842-1932.","Chicago, :","A. C. McClurg & co.,",1907.,[],eng,['Folklore -- Hawaii.']
990012771510106381,More Hawaiian folk tales : a collection of native legends and traditions / compiled by Thomas G. Thrum ...,"Thrum, Thomas G. (Thomas George), 1842-1932.",Chicago :,"A.C. McClurg,",1923.,[],eng,['Folklore -- Hawaii.']
990012771520106381,Hawaiian legends of volcanoes (mythology),"Westervelt, W. D. (William Drake), 1849-1939.","Boston, Mass.,","Ellis press; [etc., etc.]",1916.,[],eng,"['Legends -- Hawaii', 'Volcanoes -- Hawaii']"
990012771550106381,Legends of gods and ghosts : (Hawaiian mythology) / collected and translated from the Hawaiian by W. D. Westervelt.,"Westervelt, W. D. (William Drake), 1849-1939.",Boston :,"G.H. Ellis,",1915.,[],eng,"['Legends -- Hawaii', 'Folklore -- Hawaii']"
990012789860106381,Reply of the secretary of public instruction to the concurrent resolution of the Philippine Legislature requesting an expression of views on the survey of the educational system of the Philippine Islands.,Philippines. Department of Public Instruction.,"Manila,","Bureau of printing,",1925.,[],eng,['Education -- Philippines']
990012789960106381,"Report of the Public school fund commission of the territory of Hawaii,",Hawaii. Public school fund commission.,"Honolulu,","Bulletin publishing co., ltd.,",1911.,[],eng,"['Education -- Hawaii.', 'Education -- Hawaii -- Finance.', 'Public schools -- Hawaii.']"
990012816060106381,"Course of study for intermediate grades,",Philippines. Bureau of Education.,"Manila,","Bureau of printing,",1917.,[],eng,['Education -- Curricula -- Philippines.']
990012816070106381,Course of study for primary grades with suggestions to teachers.,Philippines. Bureau of Education.,"Manila,","Bureau of printing,",1918.,[],eng,['Education -- Curricula -- Philippines.']
990028697200106381,Pagtulad kay Cristo [microform] / Thomas a' Kempis ; translated into Tagalog by Vicente Garcia.,,Manila :,"[s.n.],",1880.,"['Microfilm no. 38 and no. 39.', 'Translation of : Imitatio Christi.', 'Title from caption, p. 9 (v. 1).', 'Vol.1 and part of vol. 2 are in microfilm no. 38 ; p. 26-447 of vol. 2 are in microfilm no. 39.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', 'On 2 microfilm reesl ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",tgl,['Meditations.']
990028697220106381,Coridon [microfom] : inpanibilay na manoc a tortola / Narciso Corpus tan Antonio Solis.,,[Pangasinan :,"s.n.,",1935],"['Microfilm no. 29.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",pag,"['Corridos.', 'Philippine literature (Pangasinan)']"
990028697340106381,"Pagpatikang kag pagbinahin-bahin sa exposicion Filipina [microform] : didto sa expocision, nga nagapahanumdum sang pagbakal sang Luisiana, nga pagatukurun sa San Luis, Estados Unidos, sa 1904.",,Manila :,"Bureau of Public Printing,",1903.,"['Microfilm no. 30.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",ceb,['Louisiana -- History.']
990028697350106381,Dal-lang ti Amianan [microform] : wenno kapipintasan a dandaniw kailukoan / inurnos ni Leon C. Pichay.,,"San Fernando, La Union :","Ilocano Printing Co.,",[1935],"['Microfilm no. 30.', 'Poems.', 'Includes errata pages.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",ilo,"['Iloko poetry.', 'Poets -- Philippines Ilocos -- Biography.']"
990028697360106381,Corrido at buhay na pinagdaanan nang Principe Orontis at nang Reina Talestris sa caharian nang Temesita [microform].,,[Maynila :,"P. Sayo,",191-?],"['Cover title.', 'Microfilm no. 30.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",tgl,['Tagalog language -- Texts.']
990028697370106381,Publications in Aklan dialect (Bisaya) [microform].,,"[Kalibo, Aklan :","s.n.,",192-],"['Microfilm no. 30.', 'Contents: Ika xxii nga kaadlawan ko xix martires--Inang-Banwa--The Announcer (Nov. 22, 1925; April 18, 1926, April 25, 1926, April 30, 1931)--Banhaw (3 items).', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,['Hiligaynon language -- Texts.']
990028697380106381,Sipi awaray gelew diad Pilipinas [microform] : (Revolucion Filipina) / ginawa nen Felipe Quintos.,"Quintos, Felipe.","Lingayen, Pangasinan :","Gumawid Press,",1926.,"['In Pangasinan language.', '""Saray agawgawad Pangasinan tan Zambales nen taon iran 1897 angad 1900. Bakal na Pilipino tan Kastila, tan bakal na Pilipino tan Estados Unidos."" --T. p.', 'Microfilm no. 30.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,"['Zambales (Philippines) -- History.', 'Pangasinan (Philippines) -- History.', 'Philippines -- History -- Philippine American War, 1899-1902.']"
990028697390106381,"Kabatakanan [microform] : sa gramatika nga binisaya / tagbuhat, Elpidio S. Rama.","Rama, Elpidio S.",Sugbo :,"Independent Press,",[1931].,"['""Ug may mga paniid sa larino kun hapsay nga pagsulti sa Pinulongan nga Binisaya; ug sa paagi nga ang usa ka ngalan adunay dili mokubos sa kapitoan ka kagawi-an, ka kahulogan ug ka gama\'.""--T.p.', 'Microfilm no. 30.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",ceb,"['Cebuano language.', 'Bisayan languages -- Grammar.']"
990028697400106381,Ang basa-basa [microform] : comedia nga binisaya' / nga sinulat ni E. de la Rama cag Militante.,"Rama, Esteban de la.",Iloilo :,"Imp. de El Tiempo,",1909.,"['In Hilongo (Philippine language)', 'Microfilm no. 30.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,"['Hilango drama (comedy)', 'Hilango literature.']"
990028697410106381,De Filipinas a America [microform] : impresiones de viaje / por Esteban de la Rama.,"Rama, Esteban de la.",Manila :,"[El Tiempo],",1907.,"['In Spanish.', '""Escritan expresamente para El Tiempo de Iloilo, y publicadas en el mismo periodico."" -- T.p.', 'Microfilm no. 30.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,"['United States -- Description and travel.', 'Rama, Esteban de la -- Travel -- United States.']"
990028758900106381,Mang̃a gauang magaling ni San Juan de Dios [microform] : buhay ni Victoria at ni Beatriz sa ciudad nang Granada / catha ni D. Roman de los Angeles.,"Ángeles, Román de los.",Manila :,"Imp. J. Martinez,",1923.,"['Novel.', 'Microfilm no. 36.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collectiion on the Philippines and the East Indies.']",tgl,"['Corridos -- Philippines.', 'Tagalog literature.']"
990028758910106381,Salita at buhay nang doce pares sa Francia [microform] : na campon ng emperador Carlo Magno.,,[Maynila :,"Imp. ni J. Martinez,",192-].,"['Microfilm no. 36.', 'In Tagalog.', '...""hangang ipagcanulo ni Galalon na nangapatay sa Ronsesvailles.""---T.p.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collectiion on the Philippines and the East Indies.', 'Pages 38+ on microfilm no. 37 (FILM 31226(1)).']",tgl,"['Tagalog literature.', 'Corridos -- Philippines.']"
990028758930106381,Ang calaguim-laguim na buhay na nasapit ni Samuel Beli-bet [microform] : na sinumpa nang Dios at gumalagala magpahanga ngayon sa boong liniguidliguid ng mundo / tinula sa uicang taglog ni D.D.A.M. at nilinisnaman at pinaghusay ni D.E.F.,D.D.A.M.,Maynila :,"Imp. ni J. Martinez,",1923.,"['Microfilm no. 36.', 'In Tagalog.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",tgl,"['Corridos -- Philippines.', 'Tagalog literature.']"
990028759220106381,La Fedelidad [microform] : (novela Filipina) / Pedro A Paterno.,"Paterno, Pedro Alejandro, 1857-1911.",Manila :,"Imp. La Republica,",1911.,"['Microfilm no. 29.', 'In Spanish language.', 'Novel.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,['Philippine literature (Spanish)']
990028759240106381,Sampaguitas [microform] : y poesias varias / Pedro A. Paterno.,"Paterno, Pedro Alejandro, 1857-1911.",Manila :,"Tip. del col. de Sto. Tomas,",1917.,"['Microfilm no. 29.', 'In Spanish language.', 'At head of title : Biblioteca Filipina.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,"['Philippine literature (Spanish)', 'Philippine poetry (Spanish)']"
990028759250106381,La braveza del bayani [microform] / Pedro Alejandro Paterno.,"Paterno, Pedro Alejandro, 1857-1911.",Manila :,"Im. La Republica,",1910.,"['Microfilm no. 29.', 'In Spanish language.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,"['Philippine literature (Spanish)', 'Paterno, Pedro Alejandro, -- 1857-1911. -- Abierto por ""El Ideal.""', 'Paterno, Pedro Alejandro, -- 1857-1911. -- Esperanza de la Patria.']"
990028759260106381,Los heraldos de la Raza [microform] : (novela corta) / Pedro A. Paterno.,"Paterno, Pedro Alejandro, 1857-1911.",Manila :,"Imp. La Republica,",1911.,"['Microfilm no. 29.', 'In Spanish language.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the Far Indies.']",spa,['Philippine literature (Spanish)']
990028774010106381,"Los ultimos romanticos [microform] : en la erupcioń del volcàn de Taal, 30, Enero, 1911 / Pedro A. Paterno.","Paterno, Pedro Alejandro, 1857-1911.",Manila :,"Imp. La Republica,",1911.,"['Microfilm no. 19.', 'Title cover has subtitle : Aurora social novelas cortas.', 'Novel.', 'In Spanish language.', 'Contents: Part I. Blanco: Lava de ensueños--Part II. Azul: Lava de Amor--Part III. Rojo : Lava del Fuego.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,['Philippine literature (Spanish)']
990028812540106381,Avelino : a tale of the Ilocano country / Thomas J. Feeney.,"Feeney, Thomas J. (Thomas John), 1894-1955.","New York, N.Y. :","Jesuit Mission Press,",c1930.,[],eng,"['Missionary stories.', 'Jesuits -- Missions -- Philippines.']"
990028946040106381,[Devotional writings in Cuyunon] [microform].,,Manila :,"s.n.,",1920.,"['Microfilm no. 9.', 'In Cuyunon language (Philippine).', 'Contents: Dialogo Historicos -- Adalan sa mga cristianos -- Novena sa mahimayaen ng̃a Ama si San Agustin.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,"['Palawan (Philippines : Province) -- History.', 'Catholic Church -- Prayers and devotions -- Cuyunon.']"
990028946050106381,Adalan sa mga Cristianos [microform] / ñga isulat sa Cuyunon ig sa isarang Padre Agustino Recoleto.,,Manila :,"Imp. del Colegio de Sto. Tomàs,",1904.,"['Microfilm no. 9.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",map,"['Cuyunon language -- Texts.', 'Catholic Church -- Prayers and devotions -- Cuyunon.']"
990028972280106381,Vocabulario de la lengua Ilocana [microform] / trabajado por varios religiosos del orden de N.P.S Agustin ; coordinado por Fr. Andres Carro.,,Manila :,"Tip. del Colegio de Santo Tomas,",1849.,"['In Iloko language.', 'Contains errata pages.', 'Microfilm no. 6', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",spa,"['Iloko language -- Dictionaries -- Spanish.', 'Iloko language -- Glossaries, vocabularies, etc.']"
990028972310106381,Gramática Hispana-Visaya-Panayana [microform] / por el P. Exdefinidor Fr. Raymundo Lozano.,"Lozano, Raymundo, 1826-1897.",Valladolid :,"L. N. de Gaviria,",1892.,"['Microfilm no. 20.', 'Microfilm.', 'Philadelphia, PA:', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From Bartlett Colection on the Philippines and the East Indies.']",spa,"['Cebuano language -- Grammar.', 'Hiligaynon language -- Grammar.']"
990028972350106381,"Gramatica qñg sabing castila, t, capampang̃an [microform] / por D. Gil Magat.","Magat, Gil.",Manila :,"Tip. linotype de Santo Tomás,",1915.,"['Microfilm no. 20.', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",und,"['Pampanga language -- Grammar.', 'Pampanga language -- Study and teaching.']"
990028993210106381,Pacasaritaan ti panagbiag ni Doctor José Rizal [microform] : en dialecto Ilocano / por Justo Claudio Fojas.,"Fojas, Justo Claudio.","Calasiao, Pangasinan :","Parayno Hermanos,",1926.,"['In Ilocano.', 'Microfilm no. 7', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",ilo,"['Heroes -- Philippines -- Biography.', 'Rizal, José, -- 1861-1896.']"
990028993220106381,Larawan [microform] : (mga sugilanon ug dinalídalí) / sinulat ni Vicente Rama.,"Rama, Vicente, 1887-1956.",Sugbo :,"Cebu Press,",1921.,"['Microfilm no. 7', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",ceb,"['Short stories, Cebuano.', 'Cebuano language -- Texts.']"
990028993230106381,"Novena sa uestra señora de lourdes [microform] : na gagamiton nin magña na sa Archicofradíang, pinamogtac sa simbahan nin magña padeng capuchino sa Manila.",,Manila :,"Tip. del Colegio de Sto. Tomás,",1909.,"['Microfilm no. 7', 'Microfilm.', 'Philadelphia, PA. :', 'American Philosophical Society,', '1965.', '1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",bik,"['Novenas.', 'Bikol language -- Texts.', 'Mary, -- Blessed Virgin, Saint -- Prayers and devotions -- Bikol.', 'Catholic Church -- Prayers and devotions -- Bikol.']"
