id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
AFJ0093.0001.001,A lady's visit to Manilla and Japan.," D'Almeida, Anna.","[""A lady's visit to Manilla and Japan.""]","["" D'Almeida, Anna.""]","London,","Hurst and Blackett,",1863.,[],['eng: English'],['East Asia -- Description and travel.']
AEQ6702.0001.001,Filipino-English vocabulary : with practical example of Filipino and English grammars / by Eusebio T. Daluz.," Daluz, Eusebio T.",['Filipino-English vocabulary : with practical example of Filipino and English grammars / by Eusebio T. Daluz.'],"[' Daluz, Eusebio T.']",Manila :,"[s.n.],",1915.,"['In Tagalog and English.', 'grad,buhr: Library has v.1']",['tgl: Tagalog'],"['Tagalog language -- Dictionaries', 'Tagalog language -- Glossaries, vocabularies, etc.']"
AQJ7937.0001.001,Filipino-English vocabulary:  with practical example of Filipino and English grammars / by Eusebio T. Daluz.," Daluz, Eusebio T.",['Filipino-English vocabulary:  with practical example of Filipino and English grammars / by Eusebio T. Daluz.'],"[' Daluz, Eusebio T.', 'American Philosophical Society. Library.']",Manila :,"[s.n.],",1915.,"['Microfilm no. 8', 'In Tagalog and English.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Tagalog language -- Dictionaries', 'Tagalog language -- Glossaries, vocabularies, etc.']"
AFJ6833.0001.001,"Koamalu : a story of pioneers on Kauai, and of what they built in that island garden / by Ethel M. Damon."," Damon, Ethel M. (Ethel Moseley), 1883-1965.","['Koamalu : a story of pioneers on Kauai, and of what they built in that island garden / by Ethel M. Damon.']","[' Damon, Ethel M. (Ethel Moseley), 1883-1965.']",Honolulu :,"[Honolulu Star-Bulletin Press],",1931.,"['Paged continuously.', 'v.1. Hannah Maria Rice. Early settlers on Kauai.- v.2. Paul Isenberg.']",['fill: undetermined'],"['Kauai (Hawaii)', 'Isenberg, Hannah Maria (Rice), -- 1842-1867.', 'Isenberg, Paul, -- 1837-1903.']"
AFJ6833.0001.002,"Koamalu : a story of pioneers on Kauai, and of what they built in that island garden / by Ethel M. Damon.  [Vol. 1, no. 2]"," Damon, Ethel M. (Ethel Moseley), 1883-1965.","['Koamalu : a story of pioneers on Kauai, and of what they built in that island garden / by Ethel M. Damon.  [Vol. 1, no. 2]']","[' Damon, Ethel M. (Ethel Moseley), 1883-1965.']",Honolulu :,"[Honolulu Star-Bulletin Press],",1931.,"['Paged continuously.', 'v.1. Hannah Maria Rice. Early settlers on Kauai.- v.2. Paul Isenberg.']",['fill: undetermined'],"['Kauai (Hawaii)', 'Isenberg, Hannah Maria (Rice), -- 1842-1867.', 'Isenberg, Paul, -- 1837-1903.']"
AJG9010.0001.001,"The romance of reality; a historical play in two acts. Act I. The call. Act II. The answer. Written by Ethel Moseley Damon. Staged by Punahou students, alumni and friends as a memorial to the founders of the Mission ..."," Damon, Ethel M. (Ethel Moseley), 1883-1965.","['The romance of reality; a historical play in two acts. Act I. The call. Act II. The answer. Written by Ethel Moseley Damon. Staged by Punahou students, alumni and friends as a memorial to the founders of the Mission ...']","[' Damon, Ethel M. (Ethel Moseley), 1883-1965.']",,,,"['On cover: Hawaiian mission centennial. The mission play. Honolulu, Hawaii, 1920.']",['eng: English'],"['Hawaii -- Centennial celebrations, etc.']"
AJG9012.0001.001,Early Hawaiian churches.," Damon, Ethel M. ed. (Ethel Moseley), 1883-1965,",['Early Hawaiian churches.'],"[' Damon, Ethel M. ed. (Ethel Moseley), 1883-1965,']",,,,"['""Second edition.""']",['eng: English'],['Church buildings -- Hawaii.']
ABK9823.0001.001,"Porto Rico's case, outcome of American sovereignty, 1898-1924, 1925-1928. Popular estimate of conditions shown to be based on misinformation. Prompt measures needed. Island viewed as making brave fight against handicaps without real help."," [Dana, Arnold Guyet] 1962-","[""Porto Rico's case, outcome of American sovereignty, 1898-1924, 1925-1928. Popular estimate of conditions shown to be based on misinformation. Prompt measures needed. Island viewed as making brave fight against handicaps without real help.""]","[' [Dana, Arnold Guyet] 1962-']","New Haven, Conn.,","The Tuttle, Morehouse & Taylor company,",1928.,"['Cover title.', 'At head of title: Second edition, revised.', '""Introductory"" signed: Arnold G. Dana.', '""In part, reprinted by courtesy of \'New York Times\'.""']",['eng: English'],['Puerto Rico -- Economic conditions.']
AGJ1346.0001.001,"Characteristics of volcanoes,"," Dana, James Dwight, 1813-1895.","['Characteristics of volcanoes,']","[' Dana, James Dwight, 1813-1895.']","New York,","Dodd, Mead, and company,",1890.,[],['eng: English'],"['Volcanoes', 'Hawaii -- Description and travel']"
AJP8435.0001.001,On the volcanoes and volcanic phenomena of the Hawaiian Islands. By James D. Dana. With a paper on the petrography of the islands. By Edward S. Dana.," Dana, James Dwight, 1813-1895.",['On the volcanoes and volcanic phenomena of the Hawaiian Islands. By James D. Dana. With a paper on the petrography of the islands. By Edward S. Dana.'],"[' Dana, James Dwight, 1813-1895.', 'Dana, Edward Salisbury, 1849-1935.']",,,,"['cover-title,', 'Various pagings.', 'From the American journal of science, vols. XXXIII-XXXVII, 1887-89.', 'Presentation copy from the author.']",['eng: English'],"['Volcanoes -- Hawaii', 'Petrology -- Hawaii']"
AUJ8199.0001.001,Ang bathalang dula / ni Dante Alighieri ; pinang-inutang isanalin sa wikang Tagalog ni Tosendi Ignacio.," Dante Alighieri, 1265-1321.","['Ang bathalang dula / ni Dante Alighieri ; pinang-inutang isanalin sa wikang Tagalog ni Tosendi Ignacio.', 'Divina comedia. Tagalog.']","[' Dante Alighieri, 1265-1321.', 'Ignacio, Rosendo.']",Manila :,"Imp. J. Martinez,",1917.,['Translation of: Divina comedy.'],['tgl: Tagalog'],[]
AQM0354.0001.001,Ti nadiosan a comedia ni Dante Alighieri / Dante Alighieri; cas panañgisarta ken panañgipatarus ni Victorino D. Balbin.," Dante Alighieri, 1265-1321.","['Ti nadiosan a comedia ni Dante Alighieri / Dante Alighieri; cas panañgisarta ken panañgipatarus ni Victorino D. Balbin.', 'Divina commedia. Iloko']","[' Dante Alighieri, 1265-1321.', 'Balbin, Victorino D.', 'American Philosophical Society. Library.']","San Fernando, La Union :","Ilocano Printing Co.,",1932.,"['Microfilm no. 8', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['ilo: ilo'],"['Italian literature -- Translation into Iloko.', 'Iloko literature -- Translation from Italian.']"
ARS2506.0001.001,Conversation course in Sagada Igorot:  by Bartolome Daoas and William Henry Scott.," Daoas, Bartolome.",['Conversation course in Sagada Igorot:  by Bartolome Daoas and William Henry Scott.'],"[' Daoas, Bartolome.', 'Scott, William Henry, 1921-']","Sagada, Philippines :","Sagada Social Studies,",1962.,"['Cover title.', 'Microfilm. Ann Arbor, University of Michigan, University Library, Preservation Office Microfilming Unit, 1997. 1 reel. 35 mm.', 'Microfilm (negative). Ann Arbor, University of Michigan, University Library, Preservation Office Microfilming Unit, 1997. 1 reel. 35 mm.']",['eng: English'],['Central Cordilleran languages']
AQQ5238.0001.001,Darangun I dato diampoan sa ramain a kapagondoga: ,,['Darangun I dato diampoan sa ramain a kapagondoga: '],['American Philosophical Society. Library.'],"Dansalan, Lanao :","Madrasa ko Ranar,",[190]̲,"['Microfilm no. 45', 'In Maranao language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],['Maranao language -- Texts.']
AFM5339.0001.001,Manila : a collection of verse / by Luis Dato.," Dato, Luis.",['Manila : a collection of verse / by Luis Dato.'],"[' Dato, Luis.']",Manila :,"Imp. Paredes, Inc.,",1926.,[],['eng: English'],['Manila (Philippines) -- Poetry.']
AHZ9197.0001.001,"An Englishwoman in the Philippines, by Mrs. Campbell Dauncey ..."," Dauncey, Campbell. Mrs.","['An Englishwoman in the Philippines, by Mrs. Campbell Dauncey ...']","[' Dauncey, Campbell. Mrs.']","London,","J. Murray,",1906.,[],['eng: English'],"['Philippines -- Description and travel', 'Philippines -- Social life and customs']"
AGD8621.0001.001,"Cuba past and present,"," Davey, Richard, b. 1848.","['Cuba past and present,']","[' Davey, Richard, b. 1848.']","New York,","C. Scribner's sons,",1898.,[],['eng: English'],"['Cuba -- Description and travel', 'Cuba -- History']"
AJA1794.0001.001,"Relations with Hawaii. Speech of Hon. Cushman K. Davis, of Minnesota, in the Senate of the United States, Wednesday and Thursday, January 10 and 11, 1894."," Davis, Cushman Kellogg, 1838-1900.","['Relations with Hawaii. Speech of Hon. Cushman K. Davis, of Minnesota, in the Senate of the United States, Wednesday and Thursday, January 10 and 11, 1894.']","[' Davis, Cushman Kellogg, 1838-1900.']",,,,[],['eng: English'],['Hawaii -- Politics and government']
AGD8720.0001.001,Cuba in war time / by Richard Harding Davis ; illustrated by Frederic Remington.," Davis, Richard Harding, 1864-1916.",['Cuba in war time / by Richard Harding Davis ; illustrated by Frederic Remington.'],"[' Davis, Richard Harding, 1864-1916.', 'Remington, Frederic, 1861-1909.']",New York :,"R.H. Russell,",1897.,[],['eng: English'],['Cuba -- History']
AQH2073.0001.001,Ang mga itinapon ng kapalaran:  kasaysayang sinulat ni Jose Corazon de Jesus.," De Jesus, Jose Corazon, 1894-1932.",['Ang mga itinapon ng kapalaran:  kasaysayang sinulat ni Jose Corazon de Jesus.'],"[' De Jesus, Jose Corazon, 1894-1932.', 'American Philosophical Society. Library.']",Maynila :,"Banaag Press,",1930.,"['At head of title: Tulang Tagalog.', 'Microfilm no. 7', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Tagalog Poetry.', 'Short stories, Tagalog.']"
AQH2070.0001.001,"Sa dakong silangan:  buhay na pinagdaanan ng haring Pilipo at Rayna Malaya sa maalamát na mga ""Pulong Ginto"" / tula ni Jose Corazon de Jesus."," De Jesus, Jose Corazon, 1894-1932.","['Sa dakong silangan:  buhay na pinagdaanan ng haring Pilipo at Rayna Malaya sa maalamát na mga ""Pulong Ginto"" / tula ni Jose Corazon de Jesus.']","[' De Jesus, Jose Corazon, 1894-1932.', 'American Philosophical Society. Library.']",Maynila :,"P. Sayo Balo ni Soriano,",1928.,"['At head of title: Makabagong awit.', 'Microfilm no. 7', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Tagalog poetry.', 'Historical fiction.']"
AUJ8203.0001.001,Buntong Hining̃a : mga tulang Tagalog / Pascual de Leon.," de Leon, Pascual.",['Buntong Hining̃a : mga tulang Tagalog / Pascual de Leon.'],"[' de Leon, Pascual.']",Maynila :,"Limbagang ""La Fraternidad"",",1915.,['In Tagalog.'],['tgl: Tagalog'],['Tagalog poetry']
AKJ1298.0001.001,Mang̃a gauang magaling ni San Juan de Dios : buhay ni Victoria at ni Beatriz sa ciudad nang Granada / catha ni D. Roman de los Angeles.," De los Angeles, Roman.",['Mang̃a gauang magaling ni San Juan de Dios : buhay ni Victoria at ni Beatriz sa ciudad nang Granada / catha ni D. Roman de los Angeles.'],"[' De los Angeles, Roman.']",Manila :,"Imp. J. Martinez,",1923.,['Novel.'],['tgl: Tagalog'],[]
AQB2115.0001.001,Mang̃a gauang magaling ni San Juan de Dios:  buhay ni Victoria at ni Beatriz sa ciudad nang Granada / catha ni D. Roman de los Angeles.," De los Angeles, Roman.",['Mang̃a gauang magaling ni San Juan de Dios:  buhay ni Victoria at ni Beatriz sa ciudad nang Granada / catha ni D. Roman de los Angeles.'],"[' De los Angeles, Roman.', 'American Philosophical Society. Library.']",Manila :,"Imp. J. Martinez,",1923.,"['Novel.', 'Microfilm no. 36.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collectiion on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Corridos -- Philippines.', 'Tagalog literature.']"
AUJ6848.0001.001,ii Nasawing Pagasa !! : kasaysayang Tagalog / sinulat ni Angel de los Reyes.," de los Reyes, Angel.",['ii Nasawing Pagasa !! : kasaysayang Tagalog / sinulat ni Angel de los Reyes.'],"[' de los Reyes, Angel.']",Maynila :,"limabgang ""Esfuerzo Obrero"",",1912.,"['""Ito rin ang napalathala sa pahayagang ""Ang Democracia"" noong Abril ng 1910 na nilagdaan ng ""Mulawin"".--Cover.', 'In Tagalog.']",['tgl: Tagalog'],['Tagalog fiction.']
AQM0348.0001.001,Imbing kapalaran:  tula ni / Angel de los Reyes.," de los Reyes, Angel.",['Imbing kapalaran:  tula ni / Angel de los Reyes.'],"[' de los Reyes, Angel.', 'American Philosophical Society. Library.']",Manila :,"[s.n.],",1910.,"['Microfilm no. 17', 'At head of title : Kasaysayang Tagalog.', 'In Tagalog.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Tagalog poetry.', 'Religious poetry, Tagalog.']"
AQJ7887.0001.001,Parusa nga Diyos:  tula / ni Angel de los Reyes.," De los Reyes, Angel.",['Parusa nga Diyos:  tula / ni Angel de los Reyes.'],"[' De los Reyes, Angel.', 'American Philosophical Society. Library.']",Manila :,"Imprenta Tagumpay,",1910.,"['Microfilm no. 17', '""At head of title : Kasaysayang Tagalog""', 'In Tagalog.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Tagalog poetry.', 'Religious poetry, Tagalog.']"
AKJ1305.0001.001,Florante : versión castellana del poema Tagalo con un ensayo crítico / por Epifanio de los Santos.," De los Santos, Epifanio, 1871-1928.",['Florante : versión castellana del poema Tagalo con un ensayo crítico / por Epifanio de los Santos.'],"[' De los Santos, Epifanio, 1871-1928.']",Manila :,"Philippine Review,",1916.,"['Cover title.', '""Reimpreso de los números 7 y 8 de the Philippine Review.""', '""Vida de Florante y Laura, en el Reino de Albania, deducida de la historia o crónica pintoresca de las gestas del antiguo Imperio Heleno y versificada por un amante de la Poesia Tagala.""--P. [1].', 'Includes bibliographical references.']",['tgl: Tagalog'],"['Balagtas, Francisco, -- 1788-1862. -- Florante at Laura.']"
AEY2669.0001.001,"The power of the governor general of the Philippine Islands to deport or expel aliens,"," De Witt, C. A.","['The power of the governor general of the Philippine Islands to deport or expel aliens,']","[' De Witt, C. A.']",,,,[],['eng: English'],['Aliens -- Philippines']
AFK2853.0001.001,"The cross of Christ in Bolo-land,"," Dean, John Marvin.","['The cross of Christ in Bolo-land,']","[' Dean, John Marvin.']","Chicago,","F. H. Revell company,",1902.,[],['eng: English'],['Missions -- Philippines']
AJV0736.0002.001,"Cuba, von Dr. E. Deckert ...  [Vol. 2, no. 1]"," Deckert, Emil, 1848-","['Cuba, von Dr. E. Deckert ...  [Vol. 2, no. 1]']","[' Deckert, Emil, 1848-']",Bielefeld und,"Velhagen & Klasing,",1899.,[],['ger: German'],"['Cuba -- Description and travel', 'Cuba -- History']"
ABA3864.0001.001,"Hawaii nei, by Mabel Clare Craft ..."," Deering, Mabel Clare (Craft) Mrs., 1872-","['Hawaii nei, by Mabel Clare Craft ...']","[' Deering, Mabel Clare (Craft) Mrs., 1872-']","San Francisco,","W. Doxey,",1899.,[],['eng: English'],['Hawaii -- Description and travel']
AQP5054.0001.001,"Biblioteca Histórica Filipina:  Historia general sacro-profana, política y natural de las islas del poniente elamadas Filipinas / Juan Jose Delgado."," Delgado, Juan José, 1697-1755.","['Biblioteca Histórica Filipina:  Historia general sacro-profana, política y natural de las islas del poniente elamadas Filipinas / Juan Jose Delgado.']","[' Delgado, Juan José, 1697-1755.', 'American Philosophical Society.']",unknown,unknown,unknown,"['Microfilm no. 56', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['spa: Spanish'],"['Philippines -- Description and travel.', 'Philippines -- History.']"
AQJ7883.0001.001,"Elements of Tagalog grammar:  by Henry Demond, S. V. D."," Demond, Henry S. V. D.","['Elements of Tagalog grammar:  by Henry Demond, S. V. D.']","[' Demond, Henry S. V. D.', 'American Philosophical Society. Library.']",Manila :,"Catholic Trade School,",1935.,"['First ed. 1929.', 'Microfilm no. 8', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['eng: English'],"['Tagalog language -- Grammar.', 'Tagalog language -- Dictionaries']"
AQN6360.0001.001,Induktiver Aufbau einer indonesischen Ursprache:  Otto Dempwolff.," Dempwolff, Otto.",['Induktiver Aufbau einer indonesischen Ursprache:  Otto Dempwolff.'],"[' Dempwolff, Otto.', 'American Philosophical Society. Library.']",Berlin :,"Verlag Von Dietrich Reimer,",1934.,"['Microfilm no. 8', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['ger: German'],[]
ACL7357.0001.001,"Roosevelt and the Russo-Japanese war; a critical study of American policy in eastern Asia in 1902-5, based primarily upon the private papers of Theodore Roosevelt, by Tyler Dennett."," Dennett, Tyler, 1883-","['Roosevelt and the Russo-Japanese war; a critical study of American policy in eastern Asia in 1902-5, based primarily upon the private papers of Theodore Roosevelt, by Tyler Dennett.']","[' Dennett, Tyler, 1883-']","Garden City, N. Y.,","Doubleday, Page & company,",1925.,"['""Continuation of a study ... the first results of which were published in \'Americans in eastern Asia\' (N. Y., 1922)""', '""Bibliographical list "": p. 340-349.']",['eng: English'],"['Russo-Japanese War, 1904-1905', 'Eastern question (Far East)', 'United States -- Foreign relations', 'Roosevelt, Theodore, -- 1858-1919.']"
AQL8777.0001.001,Devotión nu pito á ca Domingos ni San José:  Oraciones á dsasalen anu mai confesal canu maicomulgar as canu Capamagemages anu tayuca dana a maicomulgar.,,['Devotión nu pito á ca Domingos ni San José:  Oraciones á dsasalen anu mai confesal canu maicomulgar as canu Capamagemages anu tayuca dana a maicomulgar.'],['American Philosophical Society. Library.'],Manila :,"Tip. Pont. del Colegio de Santo Tomas,",1921.,"['Microfilm no. 8', 'In Pampanga language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['pam: Pampanga'],"['Devotional literature, Pampanga', 'Joseph -- Saint -- Prayer-books and devotions', 'Catholic Church -- Prayer-books and devotions']"
AQG7227.0001.001,[Devotional writings in Cuyunon]: ,,['[Devotional writings in Cuyunon]: '],['American Philosophical Society. Library.'],Manila :,s.n. ;,1920.,"['Microfilm no. 9.', 'In Cuyunon language (Philippine).', 'Contents: Dialogo Historicos -- Adalan sa mga cristianos -- Novena sa mahimayaen ng̃a Ama si San Agustin.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],"['Palawan (Philippines) -- History.', 'Catholic Church -- Prayer-books and devotions']"
ADH2495.0001.001,"The life and letters of Admiral Dewey from Montpelier to Manila : containing reproductions in fac-simile of hitherto unpublished letters of George Dewey during the Admiral's naval career and extracts from his log-book, by Adelbert M. Dewey, assisted by members of the immediate family. Embellished with over two hundred and fifty illustrations."," Dewey, Adelbert Milton, 1857-","[""The life and letters of Admiral Dewey from Montpelier to Manila : containing reproductions in fac-simile of hitherto unpublished letters of George Dewey during the Admiral's naval career and extracts from his log-book, by Adelbert M. Dewey, assisted by members of the immediate family. Embellished with over two hundred and fifty illustrations.""]","[' Dewey, Adelbert Milton, 1857-']","Akron, Ohio,","The Werner co.,",c1899.,[],['eng: English'],"['Dewey, George, -- 1837-1917.']"
ABZ5042.0001.001,"Autobiography of George Dewey, admiral of the Navy ..."," Dewey, George, 1837-1917.","['Autobiography of George Dewey, admiral of the Navy ...']","[' Dewey, George, 1837-1917.']","New York,","C. Scribner's sons,",1913.,[],['eng: English'],[]
AEX3175.0001.001,"The development of self-government in the Philippine Islands,"," Diamonon, Victoriano D.","['The development of self-government in the Philippine Islands,']","[' Diamonon, Victoriano D.']",,,,[],['eng: English'],['Philippines -- Politics and government']
AQJ5909.0001.001,Halipot ng̃a pagtoron-an sa cristianos:  P. J. Diasnes.," Diasnes, P. J.",['Halipot ng̃a pagtoron-an sa cristianos:  P. J. Diasnes.'],"[' Diasnes, P. J.', 'American Philosophical Society. Library.']",Manila :,"Tip. Linotype de Santo Tomás,",1918.,"['Microfilm no. 25', 'In Warray language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['ilo: ilo'],"['First communion', 'Catechisms, Waray', 'Catholic Church -- Catechisms']"
AQJ7932.0001.001,"Mg̃a borohaton:  ng̃a cristianos, sa may devocion sa mahigugmaon ng̃a casing-casing ni Jesus / P. J. Diasnes."," Diasnes, P. J.","['Mg̃a borohaton:  ng̃a cristianos, sa may devocion sa mahigugmaon ng̃a casing-casing ni Jesus / P. J. Diasnes.']","[' Diasnes, P. J.', 'American Philosophical Society. Library.']",Manila :,"Tip. Pontificia del col. de Sto. Tomás,",1920.,"['Microfilm no. 25', 'In Warray language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],"['Devotional literature, Waray', 'Sacred Heart, Devotion to']"
AQJ7928.0001.001,Novena sa santos ng̃a casing casing ni Jesus:  P. J. Diasnes.," Diasnes, P. J.",['Novena sa santos ng̃a casing casing ni Jesus:  P. J. Diasnes.'],"[' Diasnes, P. J.', 'American Philosophical Society. Library.']",Manila :,"Tip. del Colegio de Sto. Tomás,",1912.,"['Microfilm no. 25', 'In Warray language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],"['Novenas.', 'Sacred Heart, Devotion to', 'Catholic Church -- Prayer-books and devotions']"
AQJ7929.0001.001,Novena sa santos ng̃a casing casing ni Jesus:  P. J. Diasnes.," Diasnes, P. J.",['Novena sa santos ng̃a casing casing ni Jesus:  P. J. Diasnes.'],"[' Diasnes, P. J.', 'American Philosophical Society. Library.']",unknown,unknown,unknown,"['Microfilm no. 25', 'In Warray language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],"['Novenas.', 'Sacred Heart, Devotion to', 'Catholic Church -- Prayer-books and devotions']"
AQJ7927.0001.001,"Novena san sagrada familia can Jesus, Maria Y Josef:  P .J. Diasnes."," Diasnes, P. J.","['Novena san sagrada familia can Jesus, Maria Y Josef:  P .J. Diasnes.']","[' Diasnes, P. J.', 'American Philosophical Society. Library.']",Manila :,"Tip. del Colegio de Sto. Tomás,",1913.,"['Microfilm no. 25', 'In Warray langauage.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],"['Novenas.', 'Jesus Christ -- Family.', 'Catholic Church -- Prayer-books and devotions']"
AQJ7926.0001.001,"Novena sa virgen maria, sa iya mahal nga pagcatauo:  NTRA. SRA. de la natividad, patrona sa mg̃a bongton, ng̃a nagpile sa iya, ng̃a manlalaban / P.J. Diasnes."," Diasnes, P.J.","['Novena sa virgen maria, sa iya mahal nga pagcatauo:  NTRA. SRA. de la natividad, patrona sa mg̃a bongton, ng̃a nagpile sa iya, ng̃a manlalaban / P.J. Diasnes.']","[' Diasnes, P.J.', 'American Philosophical Society. Library.']",Manila :,"Tip. Linotype del cal de Sto. Tomás,",1919.,"['Microfilm no. 25', 'In Warray language.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From Barlett collection on the Philippines and the East Indies.']",['map: Austronesian (other)'],"['Novenas.', 'Mary, -- Blessed Virgin, Saint -- Prayer-books and devotions', 'Catholic Church -- Prayer-books and devotions']"
AFJ6715.0001.001,History and general views of the Sandwich Islands' mission. By Rev. Sheldon Dibble...," Dibble, Sheldon, 1809-1845.","[""History and general views of the Sandwich Islands' mission. By Rev. Sheldon Dibble...""]","[' Dibble, Sheldon, 1809-1845.']","New York,","Taylor & Dodd,",1839.,[],['eng: English'],['Missions -- Hawaii']
AJA1768.0001.001,"A history of the Sandwich Islands, by Sheldon Dibble ..."," Dibble, Sheldon, 1809-1845.","['A history of the Sandwich Islands, by Sheldon Dibble ...']","[' Dibble, Sheldon, 1809-1845.']","Honolulu,","T. H., T. G. Thrum,",1909.,"['""The publisher has taken no liberty in the alteration of the original text [edition of 1843] further than has been found necessary in the correction of typographical errors and the clucidation of a few paragraphs not sufficiently plain to readers unfamiliar with the times and incidents alluded to, and to embody as its closing chapter what was an Addenda to a portion of the edition.""--Publisher\'s advertisement.', '""Appendix #: Works that now exist in the Hawaiian language,"" p. 416-418.']",['eng: English'],"['Missions -- Hawaii', 'Hawaii -- History']"
AQH3754.0001.001,Diccionario Español-Ibatan:  por Varios P.P. Dominicos.,,['Diccionario Español-Ibatan:  por Varios P.P. Dominicos.'],['American Philosophical Society. Library.'],Manila :,"Sto. Tomás,",1914.,"['Microfilm no. 9', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on Philippines and the East Indies.']",['spa: Spanish'],"['Batan language -- Dictionaries', 'Spanish language -- Dictionaries']"
AGJ3652.0001.001,"Distribution of life in the Philippines,"," Dickerson, Roy E. (Roy Ernest), b. 1877.","['Distribution of life in the Philippines,']","[' Dickerson, Roy E. (Roy Ernest), b. 1877.', 'Merrill, Elmer Drew, 1876-1956.', 'McGregor, Richard C. (Richard Crittenden), 1871-1936.', 'Schultze, Willie.', 'Taylor, Edward H.', 'Herre, Albert W. (Albert William), 1868-1962.']","Manila,","Bureau of printing,",1928.,[],['eng: English'],"['Natural history -- Philippines', 'Botany -- Philippines', 'Zoology -- Philippines']"
AGZ2530.0001.054,"String figures from Hawaii, including some from New Hebrides and Gilbert Islands,  [Vol. 1, no. 54]"," Dickey, Lyle A. (Lyle Alexander), b. 1868.","['String figures from Hawaii, including some from New Hebrides and Gilbert Islands,  [Vol. 1, no. 54]']","[' Dickey, Lyle A. (Lyle Alexander), b. 1868.']","Honolulu, Hawaii,","The Museum,",1928.,[],['eng: English'],"['String figures', 'Ethnology -- Hawaii', 'Ethnology -- New Hebrides.', 'Ethnology -- Kiribati.']"
ADT4541.0001.001,"Address of J. M. Dickinson, secretary of war.:  Delivered at the popular banquet given by the Filipino reception committee at the Hotel de Francia, Manila, P.I., evening of September 2, 1910."," Dickinson, J. M. (Jacob McGavock), 1851-1928.","['Address of J. M. Dickinson, secretary of war.:  Delivered at the popular banquet given by the Filipino reception committee at the Hotel de Francia, Manila, P.I., evening of September 2, 1910.']","[' Dickinson, J. M. (Jacob McGavock), 1851-1928.']",,,,"['Cover-title.', 'Microfilm. [New York] New York Public Library Photographic Service, 1978. 1 reel. 35 mm. ""BFG p.v. 4 [no.] 2.""']",['eng: English'],['Philippines -- Politics and government']
