mms_id,dlxs_id,value mismatches?,mismatched Fields,fields where DLXS string is longer
990010095910106381,AEG8734.0001.001,No,[],[]
990012569020106381,AFJ2246.0001.001,Yes,['keywords'],[]
990005985600106381,ACP0143.1875.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1883.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1887.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1888.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1889.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1890.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1891.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1892.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1893.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1894.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1895.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1896.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1900.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1901.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1902.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1903.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1904.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1905.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1906.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1907.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1908.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1909.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1910.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1911.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1912.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1913.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1914.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1915.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1916.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1917.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1918.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1919.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1920.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1921.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1922.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1923.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1924.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1925.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1929.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1933.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1937.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990005985600106381,ACP0143.1940.001,Yes,"['title', 'publication place', 'publisher', 'keywords']",['title']
990008764080106381,ADT3550.0001.001,Yes,['keywords'],[]
990036004310106381,ATP2754.0001.001,No,[],['title']
990036004310106381,ATP2754.1910.001,Yes,['title'],['title']
990008773680106381,ADT4521.0001.001,No,[],[]
990018766000106381,AJA5106.0001.001,No,[],[]
990028571390106381,APZ3216.0001.001,Yes,"['author', 'keywords']",['keywords']
990001988100106381,AAW3613.0001.001,Yes,['author'],[]
990013600810106381,AAU0124.0001.001,Yes,"['notes', 'keywords']",[]
990014444460106381,AGD5744.0001.001,Yes,['keywords'],['keywords']
990016306360106381,AGY6888.0001.001,No,[],['title']
990016310320106381,AGY7288.0001.001,Yes,"['publication place', 'publication date', 'keywords']",[]
990000777840106381,AAJ0523.1921.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1923.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1925.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1926.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1928.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1930.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1932.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1932.002,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1932.003,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1936.007,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1936.010,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1936.011,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1936.012,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1937.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1938.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1939.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1940.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1941.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1945.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1947.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1948.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1949.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1950.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1951.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1952.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1953.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1954.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1955.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1956.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1957.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1958.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1959.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1960.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1960.002,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1961.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1962.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1963.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1964.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1965.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1966.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1967.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1968.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990000777840106381,AAJ0523.1969.001,Yes,"['title', 'publication place', 'notes', 'keywords']","['title', 'notes']"
990011659830106381,AEZ0121.0001.001,No,[],[]
990018709540106381,AHZ9173.0001.001,Yes,"['publication place', 'publication date']",[]
990007766200106381,ADH2567.0001.001,No,[],[]
990018733940106381,AJA1743.0001.001,Yes,['title'],[]
990005232080106381,ACF3529.0001.001,Yes,"['author', 'publication place', 'publisher', 'notes', 'keywords']",['notes']
990004672510106381,ABZ6582.0001.001,No,[],[]
990001896080106381,AAV4324.0001.001,Yes,['keywords'],['keywords']
990018733950106381,AJA1744.0001.001,No,[],[]
990012612720106381,AFJ6704.0001.001,Yes,"['publication place', 'publisher']",[]
990006306470106381,ACS2705.0001.001,No,[],[]
990019374900106381,AJG9008.0001.001,Yes,['keywords'],[]
990019376530106381,AJG9177.0001.001,Yes,"['publisher', 'publication date', 'notes', 'keywords']",[]
990019376610106381,AJG9186.0001.001,No,[],[]
990028550720106381,APZ1138.0001.001,Yes,['keywords'],['keywords']
990028551110106381,APZ1178.0001.001,No,[],[]
990029060990106381,AQH8829.0001.001,No,[],[]
990029373940106381,AQM0381.0001.001,No,[],[]
990019384820106381,AJH0019.0001.001,No,[],[]
990019384340106381,AJG9970.0001.001,No,[],[]
990030171220106381,AQX6885.0001.002,Yes,"['publication place', 'publisher', 'notes', 'keywords']","['title', 'notes']"
990030171220106381,AQX6885.0001.006,Yes,"['publication place', 'publisher', 'notes', 'keywords']","['title', 'notes']"
990030171220106381,AQX6885.0007.002,Yes,"['publication place', 'publisher', 'notes', 'keywords']","['title', 'notes']"
990029028850106381,AQH5596.0001.001,No,[],[]
990028571660106381,APZ3243.0001.001,No,[],[]
990030171340106381,AQX6897.0001.001,Yes,"['publication place', 'publisher', 'keywords']",['title']
990030171340106381,AQX6897.0002.008,Yes,"['publication place', 'publisher', 'keywords']",['title']
990030171340106381,AQX6897.0003.001,Yes,"['publication place', 'publisher', 'keywords']",['title']
990019380080106381,AJG9538.0001.001,No,[],[]
990029333370106381,AQL6285.0001.001,Yes,"['publication place', 'notes']",['notes']
990029358210106381,AQL8788.0001.001,No,[],[]
990029358230106381,AQL8790.0001.001,Yes,['notes'],['notes']
990029358130106381,AQL8780.0001.001,No,[],[]
990028571670106381,APZ3244.0001.001,No,[],[]
990029333360106381,AQL6284.0001.001,No,[],[]
990028571650106381,APZ3242.0001.001,No,[],[]
990028611530106381,APZ7259.0001.001,No,[],[]
990028611510106381,APZ7257.0001.001,Yes,"['author', 'keywords']",['keywords']
990004443280106381,ABX3348.0001.001,No,[],[]
990018223590106381,AHU9377.0001.001,No,[],[]
990007746380106381,ADH0561.0001.001,No,[],[]
990020635040106381,AJW3584.1912.001,Yes,"['title', 'publication place', 'publisher']",['title']
990020635040106381,AJW3584.1913.001,Yes,"['title', 'publication place', 'publisher']",['title']
990006379600106381,ACT0150.0002.001,Yes,"['publication place', 'publisher', 'publication date', 'notes', 'keywords']","['title', 'notes']"
990005042450106381,ACD4260.0001.001,Yes,"['publication place', 'publisher', 'notes', 'keywords']",[]
990008633720106381,ADS0342.0001.001,No,[],[]
990042335700106381,BBM8741.0001.001,No,[],[]
990009383480106381,ADZ6209.0001.001,No,[],[]
990004663620106381,ABZ5679.0001.001,Yes,['author'],[]
990024438810106381,ALS0389.0001.001,Yes,"['notes', 'keywords']","['notes', 'keywords']"
990016234770106381,AGX9509.0001.001,No,[],[]
990037944160106381,AUJ6850.0001.001,Yes,['keywords'],[]
990014473620106381,AGD8713.0001.001,Yes,"['publication place', 'publication date', 'keywords']",[]
990030158150106381,AQX5568.0001.001,Yes,"['publication place', 'publisher']",['title']
990030158150106381,AQX5568.0001.012,Yes,"['publication place', 'publisher']",['title']
990030158150106381,AQX5568.0001.002,Yes,"['publication place', 'publisher']",['title']
990030158150106381,AQX5568.0001.006,Yes,"['publication place', 'publisher']",['title']
990030158150106381,AQX5568.0001.007,Yes,"['publication place', 'publisher']",['title']
990030158150106381,AQX5568.0001.009,Yes,"['publication place', 'publisher']",['title']
990029358240106381,AQL8791.0001.001,Yes,['notes'],['notes']
990029150910106381,AQJ7923.0001.001,Yes,['notes'],['notes']
990042335690106381,BBM8740.0001.001,No,[],[]
990006427590106381,ACT5039.1902.001,Yes,"['title', 'publication place', 'publisher']",['title']
990008769760106381,ADT4127.0001.001,Yes,"['publication place', 'publication date', 'keywords']",[]
990008696740106381,ADS6725.0001.001,Yes,['keywords'],[]
990003850090106381,ABR3024.0001.001,Yes,['keywords'],[]
990032006250106381,ARS3572.0001.001,Yes,['keywords'],[]
990018710140106381,AHZ9233.0001.001,Yes,['keywords'],[]
990028571400106381,APZ3217.0001.001,Yes,['keywords'],[]
990008672210106381,ADS4241.0001.001,Yes,['keywords'],[]
990008672780106381,ADS4299.0001.001,No,[],[]
990031995550106381,ARS2495.0001.001,No,[],[]
990008597380106381,ADR6689.0001.001,Yes,"['author', 'keywords']",['keywords']
990028571610106381,APZ3238.0001.001,Yes,"['notes', 'keywords']","['notes', 'keywords']"
990030579760106381,ARB8044.0001.001,No,[],[]
990028571620106381,APZ3239.0001.001,Yes,"['notes', 'keywords']",['notes']
990028571600106381,APZ3237.0001.001,No,[],[]
990003904530106381,ABR8621.0001.001,Yes,['keywords'],[]
990016411970106381,AGZ9105.0001.001,Yes,"['author', 'notes', 'keywords']","['title', 'author', 'notes', 'keywords']"
990016411970106381,AGZ9105.0002.001,Yes,"['author', 'notes', 'keywords']","['title', 'author', 'notes', 'keywords']"
990035753100106381,ATL5997.0001.001,No,[],[]
990003843360106381,ABR2342.0001.001,No,[],[]
990017343850106381,AHK8492.0001.001,No,[],[]
990002864090106381,ABF2839.0001.001,Yes,['publication place'],[]
990028611550106381,APZ7261.0001.001,No,[],[]
990011228450106381,AEU5473.0001.001,Yes,['keywords'],['keywords']
990042336490106381,BBM8821.0001.001,Yes,['keywords'],[]
990029108050106381,AQJ3601.0001.001,Yes,"['publication place', 'publication date', 'keywords']",[]
990004764850106381,ACA6005.0001.001,Yes,['keywords'],[]
990028571630106381,APZ3240.0001.001,Yes,['author'],[]
990018220400106381,AHU9053.0001.001,No,[],[]
990037957490106381,AUJ8187.0001.001,No,[],[]
990029373900106381,AQM0377.0001.001,Yes,"['notes', 'keywords']","['notes', 'keywords']"
990018710390106381,AHZ9263.0001.001,Yes,"['publication place', 'publication date']",[]
990018711680106381,AHZ9395.0001.001,Yes,['keywords'],[]
990019375260106381,AJG9045.0001.001,No,[],[]
990003217900106381,ABJ8999.0001.001,Yes,['keywords'],['keywords']
990037969520106381,AUJ9393.0001.001,No,[],[]
990037944470106381,AUJ6881.0001.001,Yes,['author'],[]
990012613910106381,AFJ6825.0001.001,No,[],[]
990000244860106381,AAC6132.0001.001,No,[],[]
990010856940106381,AEQ7225.0001.001,No,[],[]
990036072690106381,ATP9606.0001.034,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0001.036,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0001.039,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0001.044,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0001.052,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0002.016,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0002.019,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0003.018,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0003.003,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0003.005,Yes,"['publication place', 'publisher', 'keywords']",['title']
990036072690106381,ATP9606.0003.007,Yes,"['publication place', 'publisher', 'keywords']",['title']
990029533330106381,AQN6361.0001.001,No,[],[]
990012605800106381,AFJ6008.0001.001,No,[],[]
990018731020106381,AJA1447.0001.001,No,[],[]
990014652060106381,AGF7187.0001.001,Yes,['keywords'],[]
990005763820106381,ACL7651.0001.001,No,[],[]
990015066550106381,AGL0046.0001.001,No,[],[]
990018709650106381,AHZ9184.0001.001,No,[],[]
990018710290106381,AHZ9250.0001.001,No,[],[]
990012567840106381,AFJ2128.0001.001,No,[],[]
990028571380106381,APZ3215.0001.001,Yes,"['notes', 'keywords']",['notes']
990019942470106381,AJN8140.0001.001,No,[],[]
990018711690106381,AHZ9396.0001.001,Yes,"['author', 'keywords']",['author']
990018710200106381,AHZ9239.0001.001,Yes,"['author', 'publication place']",['author']
990043786810106381,AHZ9241.0001.001,Yes,"['author', 'notes']",['author']
990018710230106381,AHZ9242.0001.001,Yes,"['author', 'publication place']","['author', 'publication place']"
990018710210106381,AHZ9240.0001.001,Yes,['author'],['author']
990018710100106381,AHZ9229.0001.001,Yes,"['author', 'notes']","['author', 'notes']"
990028571280106381,APZ3205.0001.001,Yes,['keywords'],[]
990027928900106381,APS8626.0001.001,Yes,['keywords'],[]
990028571290106381,APZ3206.0001.001,Yes,"['publisher', 'keywords']","['publisher', 'keywords']"
990028571300106381,APZ3207.0001.001,Yes,['keywords'],['publication date']
990027988530106381,APT4629.0001.001,Yes,"['publication place', 'publisher', 'notes']",['notes']
990012568430106381,AFJ2187.0001.001,No,[],[]
990012568420106381,AFJ2186.0001.001,Yes,['keywords'],['keywords']
990029533250106381,AQN6353.0001.001,Yes,['keywords'],[]
990011227370106381,AEU5363.0001.001,Yes,"['publication place', 'publication date', 'keywords']",['keywords']
990018797430106381,AJA8448.0001.001,No,[],[]
990010481860106381,AEL9175.0001.001,Yes,"['author', 'keywords']",['keywords']
990019385600106381,AJH0097.0001.001,No,[],[]
990012613180106381,AFJ6751.0001.001,Yes,"['author', 'publication place', 'publication date']",[]
990030841860106381,ARE4475.0001.001,Yes,['keywords'],['keywords']
990002398600106381,ABA5391.0001.001,Yes,"['notes', 'keywords']",['notes']
990019984250106381,AJP2580.0001.001,No,[],[]
990010387150106381,AEK9441.0001.001,Yes,['keywords'],['keywords']
990002174610106381,AAY2617.0001.001,Yes,['keywords'],[]
990029571550106381,AQP0203.0001.001,No,[],[]
990008407240106381,ADP7419.0001.001,No,[],[]
990013949130106381,AFY4779.0001.001,Yes,"['title', 'notes']",['notes']
990010096000106381,AEG8743.0001.001,Yes,"['notes', 'keywords']",['keywords']
990029551470106381,AQN8187.0001.001,Yes,"['author', 'keywords']",[]
990029551500106381,AQN8190.0001.001,No,[],[]
990029551490106381,AQN8189.0001.001,Yes,['keywords'],[]
990001183140106381,AAN1765.0001.001,Yes,['author'],[]
990029551540106381,AQN8194.0001.001,No,[],[]
990008488430106381,ADQ5663.0001.001,No,[],[]
990015188340106381,AGM2620.0001.001,No,[],[]
990026001140106381,ANU7204.0001.001,Yes,['keywords'],[]
990012754350106381,AFL1194.0001.001,Yes,"['publication place', 'publication date']",['title']
990012754350106381,AFL1194.0001.003,Yes,"['publication place', 'publication date']",['title']
990012754350106381,AFL1194.0001.004,Yes,"['publication place', 'publication date']",['title']
990005204060106381,ACF0685.0002.001,Yes,"['publication place', 'publisher', 'publication date']",['title']
990005204060106381,ACF0685.0003.001,Yes,"['publication place', 'publisher', 'publication date']",['title']
990005204060106381,ACF0685.0005.001,Yes,"['publication place', 'publisher', 'publication date']",['title']
990005204060106381,ACF0685.0006.001,Yes,"['publication place', 'publisher', 'publication date']",['title']
990005204060106381,ACF0685.0007.001,Yes,"['publication place', 'publisher', 'publication date']",['title']
990005204060106381,ACF0685.0008.001,Yes,"['publication place', 'publisher', 'publication date']",['title']
990014996800106381,AGK2887.0001.001,No,[],[]
990018815020106381,AJB0279.0001.001,No,[],[]
990018709960106381,AHZ9215.0001.001,No,[],[]
990013111840106381,AFP8308.0001.001,No,[],[]
990029028460106381,AQH5557.0001.001,Yes,['keywords'],[]
990027929140106381,APS8650.0001.001,Yes,"['publication place', 'keywords']",[]
990036145970106381,ATQ6937.0001.001,Yes,['keywords'],[]
990003168370106381,ABJ3977.0001.001,No,[],[]
990000584340106381,AAG0960.0001.001,Yes,"['publication place', 'notes', 'keywords']",['notes']
990037968790106381,AUJ9320.0001.001,Yes,['keywords'],['keywords']
990028006690106381,APT6458.0001.001,No,[],['publication place']
990030031430106381,AQW2818.0001.001,Yes,['keywords'],[]
990012613340106381,AFJ6767.0001.001,Yes,"['publication place', 'publisher']","['publication place', 'publisher']"
990018733970106381,AJA1746.0001.001,No,[],[]
990005760820106381,ACL7345.0001.001,No,[],[]
990005772450106381,ACL8524.0001.001,Yes,['keywords'],['title']
990005772450106381,ACL8524.0002.001,Yes,['keywords'],['title']
990018733980106381,AJA1747.0001.001,Yes,['author'],[]
990016290190106381,AGY5192.0001.001,No,[],[]
990012672820106381,AFK2830.0001.001,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.010,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.011,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.012,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.013,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.014,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.015,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.016,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.017,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.018,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.019,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.002,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.020,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.021,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.022,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.023,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.024,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.025,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.026,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.027,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.028,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.029,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.003,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.030,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.031,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.032,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.033,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.034,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.035,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.038,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.039,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.004,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.040,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.041,Yes,"['author', 'keywords']","['title', 'author']"
990012672820106381,AFK2830.0001.042,Yes,"['author', 'keywords']","['title', 'author']"
