mms_id,new_cat_search_link
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1926%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1928%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1930%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1932%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1932%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1932%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1936%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1936%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1936%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1936%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1937%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1938%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1939%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1940%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1941%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1945%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1947%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1948%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1949%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1950%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1951%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1952%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1953%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1954%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1955%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1956%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1957%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1958%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1959%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1960%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1960%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1961%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1962%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1963%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1964%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1965%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1966%5D
990000777840106381,https://search.lib.umich.edu/catalog?library=All+libraries&query=Journal.+%5B1967%5D
